Word,Pronunciation,Syllables,Frequency,Reading Difficulty,Spelling Difficulty
EXCESSIVELY,"['IH K', 'S EH', 'S IH', 'V L IY']","['EX', 'CE', 'SSIVE', 'LY']",938566,0.7624053749184062,0.7285607346652261
EXCHANGE,"['IH K', 'S CH EY N JH']","['EX', 'CHANGE']",77079447,0.5497011406593219,0.43795358649527694
EXCHANGEABLE,"['IH K', 'S CH EY N', 'JH AH', 'B AH L']","['EX', 'CHANGE', 'A', 'BLE']",358401,0.7247200415968809,0.6840361685394503
EXCHANGED,"['IH K', 'S CH EY N JH D']","['EX', 'CHANGED']",2656702,0.5073974638263113,0.4765382251585005
EXCHANGER,"['IH K', 'S CH EY N', 'JH ER']","['EX', 'CHAN', 'GER']",853734,0.6825055186488245,0.6274481075355428
EXCHANGING,"['IH K', 'S CH EY N', 'JH IH NG']","['EX', 'CHANG', 'ING']",1566510,0.7226568303216792,0.5012137337150107
EXCHEQUER,"['EH K', 'S CH EH', 'K ER']","['EX', 'CHEQ', 'UER']",450791,0.5314615168052716,0.6042093532758235
EXCISE,"['EH K', 'S AY S']","['EX', 'CISE']",2047155,0.5067913310589713,0.3019310926637006
EXCISED,"['EH K', 'S AY Z D']","['EX', 'CISED']",265993,0.43964613217603493,0.5184025207974728
EXCISION,"['IH K', 'S IH', 'ZH AH N']","['EX', 'CI', 'SION']",591924,0.655421823634798,0.5551639931207772
EXCITABLE,"['IH K', 'S AY', 'T AH', 'B AH L']","['EX', 'CIT', 'A', 'BLE']",176497,0.702594505487079,0.6811763261057945
EXCITATION,"['EH K', 'S AY', 'T EY', 'SH AH N']","['EX', 'CI', 'TA', 'TION']",1537381,0.709969250405792,0.6137357313051537
EXCITE,"['IH K', 'S AY T']","['EX', 'CITE']",3404340,0.3914415329168765,0.4747775489470628
EXCITED,"['IH K', 'S AY', 'T AH D']","['EX', 'CIT', 'ED']",9611150,0.5790785982327139,0.5432582134372879
EXCITEDLY,"['IH K', 'S AY', 'T AH', 'D L IY']","['EX', 'CIT', 'ED', 'LY']",338567,0.7965201389403588,0.7691807418193364
EXCITEMENT,"['IH K', 'S AY T', 'M AH N T']","['EX', 'CITE', 'MENT']",5262975,0.4291012651371961,0.4499857909499025
EXCITING,"['IH K', 'S AY', 'T IH NG']","['EX', 'CIT', 'ING']",16900145,0.5912870129984567,0.5519871183876879
EXCLAIM,"['IH K', 'S K L EY M']","['EX', 'CLAIM']",203941,0.6220632351607416,0.4613867701392096
EXCLAMATION,"['EH K', 'S K L AH', 'M EY', 'SH AH N']","['EX', 'CLA', 'MA', 'TION']",838388,0.714737304608722,0.5376965086562252
EXCLUDABLE,"['IH K', 'S K L UW', 'D AH', 'B AH L']","['EX', 'CLUD', 'A', 'BLE']",92924,0.7285165287539574,0.6558243209334034
EXCLUDE,"['IH K', 'S K L UW D']","['EX', 'CLUDE']",9556992,0.4871007423143684,0.3730597112575544
EXCLUDED,"['IH K', 'S K L UW', 'D AH D']","['EX', 'CLUD', 'ED']",7071343,0.6191882100622669,0.4300416026839876
EXCLUDING,"['IH K', 'S K L UW', 'D IH NG']","['EX', 'CLUD', 'ING']",10062992,0.6246706788927835,0.4267325066762311
EXCLUSION,"['IH K', 'S K L UW', 'ZH AH N']","['EX', 'CLU', 'SION']",5721930,0.568341823474813,0.39515273141348595
EXCLUSIONARY,"['IH K', 'S K L UW', 'ZH AH', 'N EH', 'R IY']","['EX', 'CLU', 'SION', 'AR', 'Y']",271544,0.8531728035735927,0.762303658415484
EXCLUSIVE,"['IH K', 'S K L UW', 'S IH V']","['EX', 'CLU', 'SIVE']",29069478,0.4921232581002808,0.41325574317118363
EXCLUSIVELY,"['IH K', 'S K L UW', 'S IH', 'V L IY']","['EX', 'CLU', 'SIVE', 'LY']",8499379,0.6551715615597852,0.6235628244760999
EXCLUSIVITY,"['EH K', 'S K L UW', 'S IH', 'V AH', 'T IY']","['EX', 'CLU', 'SIV', 'I', 'TY']",580322,0.7124537614734349,0.7776094265891275
EXCOMMUNICATE,"['EH K', 'S K AH', 'M Y UW', 'N AH', 'K EY T']","['EX', 'CO', 'MMU', 'NI', 'CATE']",32335,0.8123524843131418,0.7596191631878708
EXCOMMUNICATED,"['EH K', 'S K AH', 'M Y UW', 'N AH', 'K EY', 'T AH D']","['EX', 'CO', 'MMU', 'NI', 'CAT', 'ED']",125439,0.8359736553716951,0.7868387272366578
EXCOMMUNICATION,"['EH K', 'S K AH', 'M Y UW', 'N AH', 'K EY', 'SH AH N']","['EX', 'CO', 'MMU', 'NI', 'CA', 'TION']",120209,0.8624645504361594,0.7869288183287725
EXCORIATE,"['EH K', 'S K AO', 'R IY', 'EY T']","['EX', 'CO', 'RI', 'ATE']",15466,0.8716384106105887,0.7299804277091201
EXCORIATED,"['EH K', 'S K AO', 'R IY', 'EY', 'T IH D']","['EX', 'CO', 'RI', 'AT', 'ED']",36418,0.8844498377313712,0.7708585338745287
EXCORIATING,"['EH K', 'S K AO', 'R IY', 'EY', 'T IH NG']","['EX', 'CO', 'RI', 'AT', 'ING']",17704,0.9398823043940512,0.7882987585777451
EXCREMENT,"['EH K', 'S K R AH', 'M AH N T']","['EX', 'CRE', 'MENT']",211069,0.7029995049050577,0.48465430554652317
EXCRETE,"['IH K', 'S K R IY T']","['EX', 'CRETE']",83028,0.6240637109488583,0.5466967084280722
EXCRETED,"['IH K', 'S K R IY', 'T IH D']","['EX', 'CRET', 'ED']",374145,0.6352011143644349,0.6101073324875115
EXCRETION,"['IH K', 'S K R IY', 'SH AH N']","['EX', 'CRE', 'TION']",747934,0.6821339349927131,0.6146770422357819
EXCRETORY,"['EH K', 'S K R AH', 'T AO', 'R IY']","['EX', 'CRE', 'TO', 'RY']",94389,0.8284300191708263,0.6910890073916643
EXCRUCIATING,"['IH K', 'S K R UW', 'SH IY', 'EY', 'T IH NG']","['EX', 'CRU', 'CI', 'AT', 'ING']",281150,0.7877628914802226,0.7140106895079944
EXCRUCIATINGLY,"['EH K', 'S K R UW', 'S IY', 'EY', 'T IH N G', 'L IY']","['EX', 'CRU', 'CI', 'AT', 'ING', 'LY']",104178,0.916427139222598,0.8589873790011142
EXCULPATE,"['EH K', 'S K AH L', 'P EY T']","['EX', 'CUL', 'PATE']",19056,0.6326363060800863,0.5926898537943324
EXCULPATORY,"['EH K', 'S K AH L', 'P AH', 'T AO', 'R IY']","['EX', 'CUL', 'PA', 'TO', 'RY']",95901,0.8240181328686965,0.803376262091437
EXCURSION,"['IH K', 'S K ER', 'ZH AH N']","['EX', 'CUR', 'SION']",2247674,0.6412730836429503,0.5407103160322786
EXCUSABLE,"['IH K', 'S K Y UW', 'Z AH', 'B AH L']","['EX', 'CUS', 'A', 'BLE']",122926,0.7594210050286393,0.6754837185071855
EXCUSE,"['IH K', 'S K Y UW S']","['EX', 'CUSE']",6390272,0.4812678999552402,0.3993391037524077
EXCUSED,"['IH K', 'S K Y UW Z D']","['EX', 'CUSED']",1359136,0.5255983683199902,0.43934961503240977
EXCUSING,"['IH K', 'S K Y UW', 'Z IH NG']","['EX', 'CUS', 'ING']",108486,0.7903482676276022,0.5275456180410212
EXEC,"['EH G', 'Z EH K']",['EXEC'],6175969,0.31951103081094,0.26529130092257996
EXECRABLE,"['EH G', 'Z EH', 'K R AH', 'B AH L']","['EX', 'E', 'CRA', 'BLE']",53593,0.7847855103040032,0.7179511991958971
EXECUTE,"['EH K', 'S AH', 'K Y UW T']","['EX', 'E', 'CUTE']",8698527,0.6112453104467621,0.5578039063527354
EXECUTED,"['EH K', 'S AH', 'K Y UW', 'T IH D']","['EX', 'E', 'CUT', 'ED']",8879901,0.6786903557607202,0.6478542642244904
EXECUTING,"['EH K', 'S AH', 'K Y UW', 'T IH NG']","['EX', 'E', 'CUT', 'ING']",3703273,0.7385228922936057,0.6679949945048456
EXECUTION,"['EH K', 'S AH', 'K Y UW', 'SH AH N']","['EX', 'E', 'CU', 'TION']",21809656,0.7045120464768408,0.6427609678419363
EXECUTIONER,"['EH K', 'S AH', 'K Y UW', 'SH AH', 'N ER']","['EX', 'E', 'CU', 'TIO', 'NER']",323995,0.7750045070150512,0.8185268669968978
EXECUTIVE,"['IH G', 'Z EH', 'K Y AH', 'T IH V']","['EX', 'EC', 'U', 'TIVE']",73010727,0.66281967502845,0.5902099790705682
EXECUTOR,"['IH G', 'Z EH', 'K Y AH', 'T ER']","['EX', 'EC', 'U', 'TOR']",680460,0.7409944776964718,0.7212822027070092
EXEMPLAR,"['IH G', 'Z EH M', 'P L AA R']","['EX', 'EM', 'PLAR']",378018,0.7101966896987348,0.5001320538946031
EXEMPLARY,"['IH G', 'Z EH M', 'P L ER', 'IY']","['EX', 'EM', 'PLA', 'RY']",1791669,0.7555893205667331,0.6512548599772511
EXEMPLIFIED,"['IH G', 'Z EH M', 'P L AH', 'F AY D']","['EX', 'EM', 'PLI', 'FIED']",695667,0.7327469908034426,0.5001276102251702
EXEMPLIFY,"['IH G', 'Z EH M', 'P L AH', 'F AY']","['EX', 'EM', 'PLI', 'FY']",319405,0.7002872791446662,0.572090443264612
EXEMPLIFYING,"['IH G', 'Z EH M', 'P L AH', 'F AY', 'IH NG']","['EX', 'EM', 'PLI', 'FY', 'ING']",74454,0.822361346981493,0.5832816559639517
EXEMPT,"['IH G', 'Z EH M P T']","['EX', 'EMPT']",7935194,0.5235492558405856,0.4029190920547903
EXEMPTION,"['IH G', 'Z EH M P', 'SH AH N']","['EX', 'EMP', 'TION']",6842211,0.5488891468013078,0.4236784171354238
EXERCISABLE,"['EH K', 'S ER', 'S AY', 'Z AH', 'B AH L']","['EX', 'ER', 'CIS', 'A', 'BLE']",451291,0.7933161925011688,0.7543357252665679
EXERCISE,"['EH K', 'S ER', 'S AY Z']","['EX', 'ER', 'CISE']",39699360,0.6566074764057038,0.6279717411401796
EXERCISED,"['EH K', 'S ER', 'S AY Z D']","['EX', 'ER', 'CISED']",2935026,0.6228944510447761,0.6565823910663183
EXERCISER,"['EH K', 'S ER', 'S AY', 'Z ER']","['EX', 'ER', 'CI', 'SER']",209838,0.8085758328265391,0.7835954686186931
EXERCISING,"['EH K', 'S ER', 'S AY', 'Z IH NG']","['EX', 'ER', 'CIS', 'ING']",2517892,0.7707784161598892,0.6665443417891299
EXERT,"['IH G', 'Z ER T']","['EX', 'ERT']",1109622,0.6431381245199667,0.4587248707362472
EXERTION,"['IH G', 'Z ER', 'SH AH N']","['EX', 'ER', 'TION']",534586,0.7372908627009468,0.5788172317722226
EXETER,"['EH K', 'S IH', 'T ER']","['EX', 'E', 'TER']",3662807,0.6458268044883586,0.6379577401442635
EXFOLIATE,"['EH K', 'S F OW', 'L IY', 'EY T']","['EX', 'FO', 'LI', 'ATE']",109335,0.7971206873173314,0.6205110731812544
EXFOLIATION,"['EH K', 'S F OW', 'L IY', 'EY', 'SH AH N']","['EX', 'FO', 'LI', 'A', 'TION']",170444,0.8654648797044329,0.6770212514433818
EXHALATION,"['EH K', 'S HH AH', 'L EY', 'SH AH N']","['EX', 'HA', 'LA', 'TION']",106235,0.8286410455932893,0.5656852697291332
EXHALE,"['EH K', 'S HH EY L']","['EX', 'HALE']",333048,0.5865425606859594,0.4615280738881823
EXHALED,"['EH K', 'S HH EY L D']","['EX', 'HALED']",168362,0.5559698061018039,0.4934807165595672
EXHAUST,"['IH G', 'Z AO S T']","['EX', 'HAUST']",7853076,0.6018247827280145,0.38111801758831954
EXHAUSTION,"['IH G', 'Z AO', 'S CH AH N']","['EX', 'HAUS', 'TION']",1111143,0.6764714474184956,0.47069426878601495
EXHAUSTIVE,"['IH G', 'Z AO', 'S T IH V']","['EX', 'HAUS', 'TIVE']",1621192,0.672535991079915,0.41695981612613753
EXHAUSTIVELY,"['IH G', 'Z AA', 'S T IH', 'V L IY']","['EX', 'HAUST', 'IVE', 'LY']",170442,0.906390164865239,0.7598456711094259
EXHIBIT,"['IH G', 'Z IH', 'B IH T']","['EX', 'HIB', 'IT']",15756535,0.6678944101806423,0.6294011333102714
EXHIBITION,"['EH K', 'S AH', 'B IH', 'SH AH N']","['EX', 'HI', 'BI', 'TION']",16007404,0.6611880570696465,0.6292137513801352
EXHIBITIONIST,"['EH K', 'S AH', 'B IH', 'SH AH', 'N IH S T']","['EX', 'HI', 'BI', 'TIO', 'NIST']",516962,0.7550417380260241,0.7526182249770974
EXHIBITOR,"['IH G', 'Z IH', 'B AH', 'T ER']","['EX', 'HIB', 'I', 'TOR']",2866316,0.6973342628904168,0.7225823071817856
EXHILARATED,"['IH G', 'Z IH', 'L ER', 'EY', 'T IH D']","['EX', 'HIL', 'A', 'RAT', 'ED']",53692,0.9095839880679745,0.8024115553873216
EXHILARATING,"['IH G', 'Z IH', 'L ER', 'EY', 'T IH NG']","['EX', 'HIL', 'A', 'RAT', 'ING']",606284,0.8616345382524883,0.7616236314143722
EXHILARATION,"['IH G', 'Z IH', 'L ER', 'EY', 'SH AH N']","['EX', 'HIL', 'A', 'RA', 'TION']",163249,0.8856619155894009,0.7644196763843186
EXHORT,"['IH G', 'Z AO R T']","['EX', 'HORT']",125718,0.6186529986467287,0.5157449167111641
EXHORTATION,"['EH G', 'Z AO R', 'T EY', 'SH AH N']","['EX', 'HOR', 'TA', 'TION']",223550,0.779363222837134,0.6345641437154442
EXHUMATION,"['EH K', 'S HH Y UW', 'M EY', 'SH AH N']","['EX', 'HU', 'MA', 'TION']",85729,0.8078115713613567,0.6175896311146108
EXHUME,"['EH K', 'S HH Y UW M']","['EX', 'HUME']",26454,0.5942971235400064,0.49128544437125504
EXHUMED,"['EH K', 'S HH Y UW M D']","['EX', 'HUMED']",165673,0.48296881396971775,0.4936783367156304
EXIGENCY,"['EH K', 'S IH', 'JH AH N', 'S IY']","['EX', 'I', 'GEN', 'CY']",76498,0.8109809479549135,0.7878288916929653
EXIGENT,"['EH K', 'S IH', 'JH AH N T']","['EX', 'I', 'GENT']",145324,0.7289412610734353,0.6309125170876168
EXILE,"['EH G', 'Z AY L']","['EX', 'ILE']",2801261,0.6488775157588051,0.410424391543743
EXILED,"['EH G', 'Z AY L D']","['EX', 'ILED']",591466,0.6647368665456244,0.45102376029877084
EXIST,"['IH G', 'Z IH S T']","['E', 'XIST']",25349128,0.6300972914445897,0.5208674306457408
EXISTENCE,"['EH G', 'Z IH', 'S T AH N S']","['EX', 'IS', 'TENCE']",15903650,0.6623507449963952,0.6286774527864849
EXISTENT,"['EH G', 'Z IH', 'S T AH N T']","['EX', 'IS', 'TENT']",1371448,0.7825558674304428,0.7184016231465497
EXISTENTIAL,"['EH G', 'Z IH', 'S T EH N', 'SH AH L']","['EX', 'IS', 'TEN', 'TIAL']",753168,0.8031603541150824,0.7114775921671954
EXIT,"['EH G', 'Z IH T']","['EX', 'IT']",23738883,0.6737235523586315,0.3627987189908755
EXODUS,"['EH K', 'S AH', 'D AH S']","['EX', 'O', 'DUS']",3254740,0.6889925942479019,0.6432696227120367
EXOGENOUS,"['EH K', 'S OW', 'JH AH', 'N AH S']","['EX', 'OG', 'E', 'NOUS']",901214,0.7763567045306904,0.726138404000946
EXON,"['EH K', 'S AO N']","['EX', 'ON']",1450047,0.7082474126807309,0.4916771591938543
EXONERATE,"['IH G', 'Z AA', 'N ER', 'EY T']","['EX', 'ON', 'ER', 'ATE']",79452,0.8756715416269719,0.6792703897784812
EXONERATED,"['IH G', 'Z AA', 'N ER', 'EY', 'T IH D']","['EX', 'ON', 'ER', 'AT', 'ED']",222317,0.8679365373938885,0.7105231236598945
EXONERATING,"['IH G', 'Z AA', 'N ER', 'EY', 'T IH NG']","['EX', 'ON', 'ER', 'AT', 'ING']",22521,0.9743987223049865,0.7543819521563891
EXONERATION,"['IH G', 'Z AA', 'N ER', 'EY', 'SH AH N']","['EX', 'ON', 'ER', 'A', 'TION']",56443,0.9581270751698392,0.735393689708164
EXORBITANT,"['IH G', 'Z AO R', 'B IH', 'T AH N T']","['EX', 'OR', 'BI', 'TANT']",279133,0.7931788453126144,0.7234284602990095
EXORCISM,"['EH K', 'S ER', 'S IH', 'Z AH M']","['EX', 'OR', 'CISM']",672113,0.484348459522357,0.40499827234116265
EXORCIST,"['EH K', 'S ER', 'S IH S T']","['EX', 'OR', 'CIST']",528473,0.718387591602497,0.6889848981526613
EXOSKELETON,"['EH K', 'S OW', 'S K EH', 'L AH', 'T AH N']","['EX', 'O', 'SKEL', 'E', 'TON']",79791,0.8688261501227417,0.8105623895804561
EXOTHERMIC,"['EH K', 'S OW', 'TH ER', 'M IH K']","['EX', 'O', 'THER', 'MIC']",111244,0.745968476379968,0.6461271505607736
EXOTIC,"['IH G', 'Z AA', 'T IH K']","['EX', 'O', 'TIC']",9858662,0.6567589428982036,0.5490675600658552
EXPAND,"['IH K', 'S P AE N D']","['EX', 'PAND']",24483262,0.47950210589007064,0.43795358649527694
EXPANDABLE,"['IH K', 'S P AE N', 'D AH', 'B AH L']","['EX', 'PAND', 'A', 'BLE']",1615574,0.6498159979285311,0.6726448598030376
EXPANDED,"['IH K', 'S P AE N', 'D AH D']","['EX', 'PAND', 'ED']",13932764,0.6054329714273495,0.5024862927352979
EXPANSE,"['IH K', 'S P AE N S']","['EX', 'PANSE']",495684,0.4637844540262869,0.4510685277164256
EXPANSION,"['IH K', 'S P AE N', 'SH AH N']","['EX', 'PAN', 'SION']",21036273,0.6350021687313332,0.6160834942402819
EXPANSIONARY,"['IH K', 'S P AE N', 'SH AH', 'N EH', 'R IY']","['EX', 'PAN', 'SION', 'AR', 'Y']",80145,0.920661572347063,0.903233748649938
EXPANSIONISM,"['IH K', 'S P AE N', 'SH AH', 'N IH', 'Z AH M']","['EX', 'PAN', 'SIO', 'NISM']",59278,0.578514322194824,0.4731874496185531
EXPANSIONIST,"['IH K', 'S P AE N', 'SH AH', 'N IH S T']","['EX', 'PAN', 'SIO', 'NIST']",81051,0.7751567482435449,0.749957723437958
EXPANSIVE,"['IH K', 'S P AE N', 'S IH V']","['EX', 'PAN', 'SIVE']",1112609,0.6038107331498886,0.5370196612023751
EXPATRIATE,"['EH K', 'S P EY', 'T R IY', 'EY T']","['EX', 'PA', 'TRI', 'ATE']",759469,0.7726924755681761,0.6762492285388216
EXPATRIATION,"['EH K', 'S P EY', 'T R IY', 'EY', 'SH AH N']","['EX', 'PA', 'TRI', 'A', 'TION']",68724,0.9242076278980452,0.7699777139437776
EXPECT,"['IH K', 'S P EH K T']","['EX', 'PECT']",34675677,0.44554410049673565,0.4517465387012536
EXPECTANCY,"['IH K', 'S P EH K', 'T AH N', 'S IY']","['EX', 'PEC', 'TAN', 'CY']",1861732,0.5905395528283248,0.7278382789014756
EXPECTANT,"['IH K', 'S P EH K', 'T AH N T']","['EX', 'PEC', 'TANT']",512397,0.5532024802560197,0.6132470955664174
EXPECTATION,"['EH K', 'S P EH K', 'T EY', 'SH AH N']","['EX', 'PEC', 'TA', 'TION']",3985293,0.5967420536275803,0.5853848049885362
EXPECTING,"['IH K', 'S P EH K', 'T IH NG']","['EX', 'PECT', 'ING']",4908583,0.6062943209954379,0.5049347040090962
EXPECTORANT,"['IH K', 'S P EH K', 'T ER', 'AH N T']","['EX', 'PEC', 'TO', 'RANT']",169849,0.7769150893992227,0.7425444586004443
EXPEDIENCE,"['IH K', 'S P IY', 'D IY', 'AH N S']","['EX', 'PE', 'DI', 'ENCE']",29950,0.8160048161020266,0.7930337793069534
EXPEDIENCY,"['IH K', 'S P IY', 'D IY', 'AH N', 'S IY']","['EX', 'PE', 'DI', 'EN', 'CY']",239418,0.8328380181737974,0.8669270913548727
EXPEDIENT,"['IH K', 'S P IY', 'D IY', 'AH N T']","['EX', 'PE', 'DI', 'ENT']",637449,0.7812127924844041,0.7353557374651208
EXPEDITE,"['EH K', 'S P IH', 'D AY T']","['EX', 'PE', 'DITE']",1068027,0.6359547676617183,0.6157253450940107
EXPEDITED,"['EH K', 'S P IH', 'D AY', 'T IH D']","['EX', 'PE', 'DIT', 'ED']",2042174,0.7369617217099846,0.6372774388366805
EXPEDITING,"['EH K', 'S P AH', 'D AY', 'T IH NG']","['EX', 'PE', 'DIT', 'ING']",245154,0.8415227096015494,0.6708702217022116
EXPEDITION,"['EH K', 'S P AH', 'D IH', 'SH AH N']","['EX', 'PE', 'DI', 'TION']",4824834,0.6987216678512623,0.5987486643926595
EXPEDITIONARY,"['EH K', 'S P AH', 'D IH', 'SH AH', 'N EH', 'R IY']","['EX', 'PE', 'DI', 'TION', 'AR', 'Y']",524266,0.8962271758301326,0.8424552797226819
EXPEDITIOUS,"['EH K', 'S P AH', 'D IH', 'SH AH S']","['EX', 'PE', 'DI', 'TIOUS']",400585,0.8006852590969814,0.6861456343689403
EXPEDITIOUSLY,"['EH K', 'S P AH', 'D IH', 'SH AH', 'S L IY']","['EX', 'PE', 'DI', 'TIOUS', 'LY']",342784,0.8897691779807695,0.8008878908842407
EXPEL,"['IH K', 'S P EH L']","['EX', 'PEL']",467751,0.6415387848100468,0.4959322686555427
EXPELLED,"['IH K', 'S P EH L D']","['EX', 'PELLED']",1196114,0.5162998559381163,0.3415689299378462
EXPELLING,"['IH K', 'S P EH', 'L IH NG']","['EX', 'PE', 'LLING']",152444,0.7134140727913197,0.6559288462715203
EXPEND,"['IH K', 'S P EH N D']","['EX', 'PEND']",686291,0.6168740603683167,0.47242108962646967
EXPENDABLE,"['IH K', 'S P EH N', 'D AH', 'B AH L']","['EX', 'PEND', 'A', 'BLE']",365556,0.7257406247832489,0.6649368820100275
EXPENDITURE,"['IH K', 'S P EH N', 'D AH', 'CH ER']","['EX', 'PEND', 'I', 'TURE']",10121277,0.6542017471486479,0.66114563037168
EXPENSE,"['IH K', 'S P EH N S']","['EX', 'PENSE']",15193823,0.4424304257454963,0.4015580686584384
EXPENSIVE,"['IH K', 'S P EH N', 'S IH V']","['EX', 'PEN', 'SIVE']",17840023,0.5553617659208544,0.4544305661859487
EXPENSIVELY,"['EH K', 'S P EH N', 'S IH', 'V L IY']","['EX', 'PEN', 'SIVE', 'LY']",71881,0.8168979449951381,0.7321629216650531
EXPERIENCE,"['IH K', 'S P IH', 'R IY', 'AH N S']","['EX', 'PE', 'RI', 'ENCE']",137134662,0.6566981759827757,0.6292454127859685
EXPERIENCED,"['IH K', 'S P IH', 'R IY', 'AH N S T']","['EX', 'PE', 'RI', 'ENCED']",24404214,0.6427501657068887,0.5962259762650953
EXPERIENCING,"['IH K', 'S P IH', 'R IY', 'AH N', 'S IH NG']","['EX', 'PE', 'RI', 'ENC', 'ING']",5347507,0.7292430193141627,0.6860446210266679
EXPERIENTIAL,"['EH K', 'S P EH', 'R IY', 'EH N', 'SH AH L']","['EX', 'PE', 'RI', 'EN', 'TIAL']",1166382,0.8178310694005897,0.6853926678468374
EXPERIMENT,"['IH K', 'S P EH', 'R AH', 'M AH N T']","['EX', 'PER', 'I', 'MENT']",14781439,0.6481545380154871,0.5990239709281482
EXPERIMENTAL,"['IH K', 'S P EH', 'R IH', 'M EH N', 'T AH L']","['EX', 'PER', 'I', 'MEN', 'TAL']",19364822,0.684305053901192,0.6306113858318024
EXPERIMENTALIST,"['IH K', 'S P EH', 'R AH', 'M EH N', 'T AH', 'L IH S T']","['EX', 'PER', 'I', 'MEN', 'TA', 'LIST']",29656,0.8848938000864693,0.7895067321718763
EXPERIMENTALLY,"['IH K', 'S P EH', 'R AH', 'M EH N', 'T AH', 'L IY']","['EX', 'PER', 'I', 'MEN', 'TA', 'LLY']",955140,0.7474243217441595,0.7563887456317577
EXPERIMENTATION,"['IH K', 'S P EH', 'R AH', 'M AH N', 'T EY', 'SH AH N']","['EX', 'PER', 'I', 'MEN', 'TA', 'TION']",1864076,0.8019354493533808,0.7368500872008023
EXPERIMENTER,"['IH K', 'S P EH', 'R AH', 'M EH N', 'T ER']","['EX', 'PER', 'I', 'MEN', 'TER']",279103,0.7560116111712961,0.7097900669372911
EXPERT,"['EH K', 'S P ER T']","['EX', 'PERT']",37537204,0.51540459656119,0.4161115392678904
EXPERTISE,"['EH K', 'S P ER', 'T IY Z']","['EX', 'PER', 'TISE']",17781054,0.6159213638881255,0.6341210309154198
EXPERTLY,"['EH K', 'S P ER', 'T L IY']","['EX', 'PERT', 'LY']",621232,0.6799761241968711,0.6218032183328892
EXPIATE,"['EH K', 'S P IY', 'EY T']","['EX', 'PI', 'ATE']",27047,0.798443223369401,0.663312741791436
EXPIRATION,"['EH K', 'S P ER', 'EY', 'SH AH N']","['EX', 'PI', 'RA', 'TION']",5479431,0.718529676115889,0.624174444351603
EXPIRATORY,"['IH K', 'S P AY', 'R AH', 'T AO', 'R IY']","['EX', 'PIR', 'A', 'TO', 'RY']",176638,0.8513660025126432,0.7920234238557035
EXPIRE,"['IH K', 'S P AY R']","['EX', 'PIRE']",3381897,0.46358414245530616,0.45298288016180444
EXPIRED,"['IH K', 'S P AY R D']","['EX', 'PIRED']",5626476,0.40461786125322935,0.3933866846586005
EXPIRING,"['IH K', 'S P AY', 'R IH NG']","['EX', 'PIR', 'ING']",943240,0.7252958871832345,0.5627144161150488
EXPIRY,"['EH K', 'S P AY', 'R IY']","['EX', 'PI', 'RY']",2122063,0.6998645924821116,0.7031140629735207
EXPLAIN,"['IH K', 'S P L EY N']","['EX', 'PLAIN']",24983915,0.5955969645769261,0.41616269491237123
EXPLAINABLE,"['IH K', 'S P L EY', 'N AH', 'B AH L']","['EX', 'PLAIN', 'A', 'BLE']",66057,0.8042076056729646,0.6774482243078457
EXPLANATION,"['EH K', 'S P L AH', 'N EY', 'SH AH N']","['EX', 'PLA', 'NA', 'TION']",15397428,0.6510141508058581,0.5471111830016102
EXPLANATORY,"['IH K', 'S P L AE', 'N AH', 'T AO', 'R IY']","['EX', 'PLAN', 'A', 'TO', 'RY']",2699888,0.7613899295830244,0.7435325298249104
EXPLETIVE,"['EH K', 'S P L AH', 'T IH V']","['EX', 'PLE', 'TIVE']",168528,0.6719956789801977,0.5251317999572881
EXPLICABLE,"['EH K', 'S P L IH', 'K AH', 'B AH L']","['EX', 'PLI', 'CA', 'BLE']",51893,0.7194693340974769,0.634980069432423
EXPLICATE,"['EH K', 'S P L AH', 'K EY T']","['EX', 'PLI', 'CATE']",66586,0.7070340027370795,0.5133597927982987
EXPLICATION,"['EH K', 'S P L AH', 'K EY', 'SH AH N']","['EX', 'PLI', 'CA', 'TION']",148411,0.7747964754108576,0.5975129180683192
EXPLICIT,"['IH K', 'S P L IH', 'S AH T']","['EX', 'PLIC', 'IT']",9568886,0.6339758902257998,0.5593675916265707
EXPLICITLY,"['IH K', 'S P L IH', 'S AH', 'T L IY']","['EX', 'PLIC', 'IT', 'LY']",6393990,0.7132634251288151,0.6555508489428987
EXPLODE,"['IH K', 'S P L OW D']","['EX', 'PLODE']",1880264,0.5066333424103033,0.39023971541141544
EXPLODED,"['IH K', 'S P L OW', 'D AH D']","['EX', 'PLOD', 'ED']",1678214,0.6713330200859681,0.42694140603041403
EXPLODING,"['IH K', 'S P L OW', 'D IH NG']","['EX', 'PLOD', 'ING']",1244277,0.6953155634795383,0.43118726379787553
EXPLOIT,"['EH K', 'S P L OY T']","['EX', 'PLOIT']",4851510,0.5410753385223994,0.4300568485230529
EXPLOITATION,"['EH K', 'S P L OY', 'T EY', 'SH AH N']","['EX', 'PLOI', 'TA', 'TION']",4023362,0.567137240479958,0.5609888806444858
EXPLOITATIVE,"['EH K', 'S P L OY', 'T AH', 'T IH V']","['EX', 'PLOIT', 'A', 'TIVE']",191618,0.7793512887064682,0.6297760077148074
EXPLORATION,"['EH K', 'S P L ER', 'EY', 'SH AH N']","['EX', 'PLO', 'RA', 'TION']",10796216,0.6725198359264488,0.5666957946753027
